instruction,output,url
"Go (プログラミング言語)
",Goはプログラミング言語の1つである。Googleにおいて2009年ロバート・グリースマ、ロブ・パイク、ケン・トンプソンによって設計された。Goは、静的型付け、C言語の伝統に則ったコンパイル言語、メモリ安全性、ガベージコレクション、構造的型付け、CSPスタイルの並行性などの特徴を持つ。Goのコンパイラ、ツール、およびソースコードは、すべて自由かつオープンソースである。 また、軽量スレッディングのための機能、Pythonのような動的型付き言語のようなプログラミングの容易性、などの特徴もある。Go処理系としてはコンパイラのみが開発されている。マスコット・キャラクターはGopher（ホリネズミ）。 発表当初はLinuxとMac OS Xのみしかサポートしていなかったが、2012年3月にリリースされたバージョン1.0からはWindowsもサポートされている。2014年12月にリリースされたバージョン1.4からAndroidをサポートし、2015年8月19日にリリースされたバージョン1.5からiOSをサポートしている。また、2011年5月10日に公開された Google App Engine 1.5.0でも、Go言語がサポートされている。2018年8月にリリースされたバージョン1.11からWebAssemblyをサポートした。,https://ja.wikipedia.org/wiki/Go_(%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%9F%E3%83%B3%E3%82%B0%E8%A8%80%E8%AA%9E)
パッケージ図,統一モデリング言語 (UML)におけるパッケージ図（パッケージず）とは、パッケージ同士の依存関係を描画することで論理的なグルーピングをするための図で、クラス図の一部である。,https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%83%E3%82%B1%E3%83%BC%E3%82%B8%E5%9B%B3
複合構造図,複合構造図（ふくごうこうぞうず）またはコンポジット構造図は、統一モデリング言語(UML)で用いるダイアグラムの一つであり、コンポーネントや個々のクラスとその構成要素（パーツ）を示すのに適した図。構成要素間の結びつきや役割、外部との境界を定義できる。,https://ja.wikipedia.org/wiki/%E8%A4%87%E5%90%88%E6%A7%8B%E9%80%A0%E5%9B%B3
ステートマシン図,"状態遷移図（じょうたいせんいず、State Transition Diagram）は、有限オートマトンなどの状態機械について、その各状態を頂点とし、状態から状態への各遷移を辺としたグラフ構造に注目して、グラフィカルに表現した図である。他の表現手法として状態遷移表などがある。
状態遷移図にはいくつかの異なる形式のものがある。対象の性質や用途などによって使い分けることもある。",https://ja.wikipedia.org/wiki/%E7%8A%B6%E6%85%8B%E9%81%B7%E7%A7%BB%E5%9B%B3
タイミング図,"タイミング図およびタイミングチャートとは、電子工学において複数の信号の関係や振る舞いを時間軸に表した図（ダイアグラム）である。他の信号とタイミング関係を比較するために、通常は複数行になりクロック信号を含んでいる場合もある。デジタル回路の基礎から、集積回路検査・デバッグなど幅広く使われている。
タイミング関係の全体的な説明をするだけでなく、組み合せからデジタルロジックのハザードを見つけることもできる。同期式データ転送の場合は、クロック信号に対しデータ信号がサンプリングされるタイミングが分かり、シリアル通信ならばデータの並び順も分かる。",https://ja.wikipedia.org/wiki/%E3%82%BF%E3%82%A4%E3%83%9F%E3%83%B3%E3%82%B0%E5%9B%B3
JSON,JSON（ジェイソン、JavaScript Object Notation）はデータ記述言語の1つである。軽量なテキストベースのデータ交換用フォーマットでありプログラミング言語を問わず利用できる。名称と構文はJavaScriptにおけるオブジェクトの表記法に由来する。,https://ja.wikipedia.org/wiki/JSON
シングルボードコンピュータ,"シングルボードコンピュータ（英: single-board computer, SBC）とは、おおむね、大きくても "" 手のひらサイズ "" 程度までの、小さな1枚（シングル）のプリント基板（ボード）の上に、コンピュータとして必要な、ほぼすべての機能や要素を実装したもの。1枚の基板上にCPUやメインメモリ（RAM）、チップセット、入出力端子などを実装した小型コンピュータ。",https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%B3%E3%82%B0%E3%83%AB%E3%83%9C%E3%83%BC%E3%83%89%E3%82%B3%E3%83%B3%E3%83%94%E3%83%A5%E3%83%BC%E3%82%BF
DIMM,DIMM（Dual Inline Memory Module、ディム）は、複数のDRAMチップをプリント基板上に搭載したメモリモジュールのことを指し、コンピュータの主記憶として利用される。また、そのピン配置や電気的特性を規定したDIMM規格のこと。従来のSIMM(Single Inline Memory Module)では表裏の対向する2つの端子に同一の信号が出ているのに対して、DIMMでは異なる信号が出ていることからDIMMと呼ばれる。2007年現在、DIMMと言った場合、多くのパーソナルコンピュータやワークステーションで使用可能なSDRAMを搭載したものを指す。,https://ja.wikipedia.org/wiki/DIMM
SO-DIMM,SO-DIMM（small outline dual in-line memory module、エスオーディム、ソーディム）はコンピュータで使用するメモリモジュールの規格の一種である。その用途から販売店などではノートPC用メモリとも呼ばれる。,https://ja.wikipedia.org/wiki/SO-DIMM
ウェアレベリング,"ウェアレベリング (wear levelling / wear leveling) とは、コンピュータの記憶媒体に用いられる技術の1つ。書き換え限度回数が存在する媒体において、その使用寿命を延ばすための手法。
wear levelingを日本語訳すると「摩耗平滑化」といった意味になるが、日本語では英語をそのままカタカナにして「ウェアレベリング」と呼ばれることが多い。",https://ja.wikipedia.org/wiki/%E3%82%A6%E3%82%A7%E3%82%A2%E3%83%AC%E3%83%99%E3%83%AA%E3%83%B3%E3%82%B0
Thunderbolt,"Thunderbolt（サンダーボルト）は、インテルとAppleが共同開発したコンピュータ向けの高速周辺機器接続規格である。データ伝送と映像信号伝送を単一のケーブルで行う入出力インターフェース規格の一種に位置づけられる。
主に外付けストレージ装置、外部GPU、ドッキングステーションなどの接続に用いられる。高速なデータ転送、複数機器の連結接続（デイジーチェーン）、ケーブル経由の電力供給機能を特徴とする。",https://ja.wikipedia.org/wiki/Thunderbolt
ヘッドマウントディスプレイ,"ヘッドマウントディスプレイ（英語: Head Mounted Display、略称: HMD、頭部装着ディスプレイ。英語の綴りから分かるように、正確にはヘッドマウンテッドディスプレイである）は、頭部に装着するディスプレイ装置のことである。
両眼・単眼に大別され、目を完全に覆う「非透過型」や「透過型」といったタイプがある。3D/2Dにも分類できる。",https://ja.wikipedia.org/wiki/%E3%83%98%E3%83%83%E3%83%89%E3%83%9E%E3%82%A6%E3%83%B3%E3%83%88%E3%83%87%E3%82%A3%E3%82%B9%E3%83%97%E3%83%AC%E3%82%A4
